,head id,head name,tail id,tail name,pathway,link type,relation name,relation value,entry1,entry2,Unnamed: 0
14261,cpd:C01157,cpd:C01157,cpd:C04281,cpd:C04281,hsa01100,reaction,rn:R03291 rn:R03293 rn:R03295,reversible,6005.0,6002.0,128.0
14262,cpd:C00148,cpd:C00148,cpd:C01157,cpd:C01157,hsa01100,reaction,rn:R01252,reversible,6006.0,6005.0,129.0
14263,cpd:C03912,cpd:C03912,cpd:C00148,cpd:C00148,hsa01100,reaction,rn:R01248 rn:R01251 rn:R01253 rn:R10507,reversible,6003.0,6006.0,130.0
14264,cpd:C00025,cpd:C00025,cpd:C03912,cpd:C03912,hsa01100,reaction,rn:R00707 rn:R00708,reversible,4814.0,6003.0,131.0
14266,cpd:C00169,cpd:C00169,cpd:C00327,cpd:C00327,hsa01100,reaction,rn:R01398,reversible,5922.0,4818.0,133.0
14267,cpd:C00077,cpd:C00077,cpd:C00327,cpd:C00327,hsa01100,reaction,rn:R01398,reversible,4936.0,4818.0,134.0
14268,cpd:C03406,cpd:C03406,cpd:C00122,cpd:C00122,hsa01100,reaction,rn:R01086,reversible,3696.0,5635.0,135.0
14269,cpd:C03406,cpd:C03406,cpd:C00062,cpd:C00062,hsa01100,reaction,rn:R01086,reversible,3696.0,4824.0,136.0
14270,cpd:C00327,cpd:C00327,cpd:C00062,cpd:C00062,hsa01100,reaction,rn:R00552 rn:R00557 rn:R11711,reversible,4818.0,4824.0,137.0
14272,cpd:C00300,cpd:C00300,cpd:C02305,cpd:C02305,hsa01100,reaction,rn:R01881,reversible,3619.0,3620.0,139.0
14273,cpd:C00388,cpd:C00388,cpd:C00135,cpd:C00135,hsa01100,reaction,rn:R01167,reversible,4020.0,3098.0,140.0
14274,cpd:C00135,cpd:C00135,cpd:C00785,cpd:C00785,hsa01100,reaction,rn:R01168,reversible,3098.0,3644.0,141.0
14275,cpd:C00785,cpd:C00785,cpd:C03680,cpd:C03680,hsa01100,reaction,rn:R02914,reversible,3644.0,3641.0,142.0
14276,cpd:C03680,cpd:C03680,cpd:C00439,cpd:C00439,hsa01100,reaction,rn:R02288,reversible,3641.0,6072.0,143.0
14277,cpd:C00439,cpd:C00439,cpd:C00025,cpd:C00025,hsa01100,reaction,rn:R02285 rn:R02287,reversible,6072.0,4814.0,144.0
14278,cpd:C00079,cpd:C00079,cpd:C00166,cpd:C00166,hsa01100,reaction,rn:R00688 rn:R00689 rn:R00692 rn:R00694,reversible,6146.0,6074.0,145.0
14279,cpd:C00082,cpd:C00082,cpd:C01179,cpd:C01179,hsa01100,reaction,rn:R00729 rn:R00734 rn:R09254 rn:R09830,reversible,6145.0,3780.0,146.0
14280,cpd:C00079,cpd:C00079,cpd:C00082,cpd:C00082,hsa01100,reaction,rn:R01795,reversible,6146.0,6145.0,147.0
14281,cpd:C01179,cpd:C01179,cpd:C00544,cpd:C00544,hsa01100,reaction,rn:R02521,reversible,3780.0,3661.0,148.0
14282,cpd:C05585,cpd:C05585,cpd:C00628,cpd:C00628,hsa01100,reaction,rn:R02655 rn:R02657,reversible,3777.0,3775.0,149.0
14283,cpd:C00544,cpd:C00544,cpd:C01036,cpd:C01036,hsa01100,reaction,rn:R02519,reversible,3661.0,3662.0,150.0
14284,cpd:C01036,cpd:C01036,cpd:C01061,cpd:C01061,hsa01100,reaction,rn:R03181,reversible,3662.0,3654.0,151.0
14285,cpd:C00355,cpd:C00355,cpd:C00082,cpd:C00082,hsa01100,reaction,rn:R00031 rn:R00731 rn:R01815 rn:R12611,reversible,3761.0,6145.0,152.0
14286,cpd:C00355,cpd:C00355,cpd:C03758,cpd:C03758,hsa01100,reaction,rn:R02080,reversible,3761.0,3762.0,153.0
14287,cpd:C03758,cpd:C03758,cpd:C00547,cpd:C00547,hsa01100,reaction,rn:R02535,reversible,3762.0,3763.0,154.0
14288,cpd:C00547,cpd:C00547,cpd:C00788,cpd:C00788,hsa01100,reaction,rn:R02533,reversible,3763.0,3766.0,155.0
14289,cpd:C00788,cpd:C00788,cpd:C05588,cpd:C05588,hsa01100,reaction,rn:R02920,reversible,3766.0,3765.0,156.0
14290,cpd:C05588,cpd:C05588,cpd:C05583,cpd:C05583,hsa01100,reaction,rn:R04894,reversible,3765.0,3767.0,157.0
14291,cpd:C00547,cpd:C00547,cpd:C05577,cpd:C05577,hsa01100,reaction,rn:R02532,reversible,3763.0,3764.0,158.0
14294,cpd:C05583,cpd:C05583,cpd:C05584,cpd:C05584,hsa01100,reaction,rn:R04891 rn:R04892,reversible,3767.0,3656.0,161.0
14295,cpd:C05577,cpd:C05577,cpd:C05576,cpd:C05576,hsa01100,reaction,rn:R04880,reversible,3764.0,3657.0,162.0
14296,cpd:C05576,cpd:C05576,cpd:C05594,cpd:C05594,hsa01100,reaction,rn:R04881,reversible,3657.0,3658.0,163.0
14297,cpd:C00547,cpd:C00547,cpd:C05589,cpd:C05589,hsa01100,reaction,rn:R02534,reversible,3763.0,3768.0,164.0
14298,cpd:C05589,cpd:C05589,cpd:C05583,cpd:C05583,hsa01100,reaction,rn:R04893,reversible,3768.0,3767.0,165.0
14299,cpd:C05577,cpd:C05577,cpd:C00788,cpd:C00788,hsa01100,reaction,rn:R02919,reversible,3764.0,3766.0,166.0
14300,cpd:C03758,cpd:C03758,cpd:C05587,cpd:C05587,hsa01100,reaction,rn:R04301,reversible,3762.0,5181.0,167.0
14301,cpd:C05587,cpd:C05587,cpd:C05581,cpd:C05581,hsa01100,reaction,rn:R04890,reversible,5181.0,5182.0,168.0
14302,cpd:C05581,cpd:C05581,cpd:C05582,cpd:C05582,hsa01100,reaction,rn:R04888 rn:R04889,reversible,5182.0,4024.0,169.0
14303,cpd:C05582,cpd:C05582,cpd:C01161,cpd:C01161,hsa01100,reaction,rn:R03304,reversible,4024.0,6062.0,170.0
14304,cpd:C04043,cpd:C04043,cpd:C01161,cpd:C01161,hsa01100,reaction,rn:R03300 rn:R03302,reversible,3732.0,6062.0,171.0
14305,cpd:C03758,cpd:C03758,cpd:C04043,cpd:C04043,hsa01100,reaction,rn:R04300,reversible,3762.0,3732.0,172.0
14306,cpd:C00082,cpd:C00082,cpd:C00822,cpd:C00822,hsa01100,reaction,rn:R02078,reversible,6145.0,6047.0,173.0
14307,cpd:C00355,cpd:C00355,cpd:C00822,cpd:C00822,hsa01100,reaction,rn:R02078,reversible,3761.0,6047.0,174.0
14308,cpd:C05578,cpd:C05578,cpd:C05579,cpd:C05579,hsa01100,reaction,rn:R04884,reversible,3770.0,3771.0,175.0
14309,cpd:C01693,cpd:C01693,cpd:C04185,cpd:C04185,hsa01100,reaction,rn:R03673,reversible,3769.0,3772.0,176.0
14310,cpd:C02515,cpd:C02515,cpd:C00082,cpd:C00082,hsa01100,reaction,rn:R03539,reversible,4170.0,6145.0,177.0
14311,cpd:C02514,cpd:C02514,cpd:C00122,cpd:C00122,hsa01100,reaction,rn:R01085,reversible,3653.0,5635.0,178.0
14312,cpd:C02514,cpd:C02514,cpd:C00022,cpd:C00022,hsa01100,reaction,rn:R01085,reversible,3653.0,4484.0,179.0
14313,cpd:C02700,cpd:C02700,cpd:C00078,cpd:C00078,hsa01100,reaction,rn:R00678,reversible,4252.0,6232.0,180.0
14314,cpd:C00328,cpd:C00328,cpd:C02700,cpd:C02700,hsa01100,reaction,rn:R01959,reversible,4253.0,4252.0,181.0
14315,cpd:C00108,cpd:C00108,cpd:C00328,cpd:C00328,hsa01100,reaction,rn:R00987,reversible,4065.0,4253.0,182.0
14316,cpd:C00328,cpd:C00328,cpd:C01252,cpd:C01252,hsa01100,reaction,rn:R01956,reversible,4253.0,4247.0,183.0
14317,cpd:C00328,cpd:C00328,cpd:C03227,cpd:C03227,hsa01100,reaction,rn:R01960,reversible,4253.0,4251.0,184.0
14318,cpd:C03227,cpd:C03227,cpd:C00632,cpd:C00632,hsa01100,reaction,rn:R02668,reversible,4251.0,3697.0,185.0
14319,cpd:C04409,cpd:C04409,cpd:C00632,cpd:C00632,hsa01100,reaction,rn:R02665,reversible,3647.0,3697.0,186.0
14320,cpd:C03824,cpd:C03824,cpd:C04409,cpd:C04409,hsa01100,reaction,rn:R04323,reversible,3958.0,3647.0,187.0
14321,cpd:C03824,cpd:C03824,cpd:C02220,cpd:C02220,hsa01100,reaction,rn:R03889,reversible,3958.0,3648.0,188.0
14322,cpd:C00078,cpd:C00078,cpd:C00331,cpd:C00331,hsa01100,reaction,rn:R00677 rn:R00684 rn:R10180 rn:R12055,reversible,6232.0,4582.0,189.0
14323,cpd:C00637,cpd:C00637,cpd:C00954,cpd:C00954,hsa01100,reaction,rn:R02678 rn:R02681,reversible,3665.0,6112.0,190.0
14324,cpd:C00078,cpd:C00078,cpd:C00398,cpd:C00398,hsa01100,reaction,rn:R00685,reversible,6232.0,6123.0,191.0
14325,cpd:C00643,cpd:C00643,cpd:C00078,cpd:C00078,hsa01100,reaction,rn:R01814,reversible,6135.0,6232.0,192.0
14326,cpd:C00780,cpd:C00780,cpd:C00643,cpd:C00643,hsa01100,reaction,rn:R02701,reversible,6136.0,6135.0,193.0
14327,cpd:C00780,cpd:C00780,cpd:C00978,cpd:C00978,hsa01100,reaction,rn:R02911,reversible,6136.0,6137.0,194.0
14328,cpd:C00978,cpd:C00978,cpd:C01598,cpd:C01598,hsa01100,reaction,rn:R03130,reversible,6137.0,6138.0,195.0
14329,cpd:C05634,cpd:C05634,cpd:C00780,cpd:C00780,hsa01100,reaction,rn:R02908,reversible,3698.0,6136.0,196.0
14330,cpd:C05634,cpd:C05634,cpd:C05635,cpd:C05635,hsa01100,reaction,rn:R04903 rn:R04904,reversible,3698.0,3699.0,197.0
14331,cpd:C00327,cpd:C00327,cpd:C03406,cpd:C03406,hsa01100,reaction,rn:R01954,reversible,4818.0,3696.0,198.0
14332,cpd:C00049,cpd:C00049,cpd:C03406,cpd:C03406,hsa01100,reaction,rn:R01954,reversible,4799.0,3696.0,199.0
14333,cpd:C01165,cpd:C01165,cpd:C03287,cpd:C03287,hsa01100,reaction,rn:R03313,reversible,3976.0,4017.0,200.0
14334,cpd:C00025,cpd:C00025,cpd:C03287,cpd:C03287,hsa01100,reaction,rn:R00239,reversible,4814.0,4017.0,201.0
14335,cpd:C00025,cpd:C00025,cpd:C00624,cpd:C00624,hsa01100,reaction,rn:R00259,reversible,4814.0,3984.0,202.0
14336,cpd:C00437,cpd:C00437,cpd:C00077,cpd:C00077,hsa01100,reaction,rn:R00669 rn:R02282,reversible,4935.0,4936.0,203.0
14337,cpd:C00014,cpd:C00014,cpd:C00169,cpd:C00169,hsa01100,reaction,rn:R00149 rn:R00150,reversible,5926.0,5922.0,204.0
14338,cpd:C00077,cpd:C00077,cpd:C00134,cpd:C00134,hsa01100,reaction,rn:R00670,reversible,4936.0,5985.0,205.0
14339,cpd:C00179,cpd:C00179,cpd:C00134,cpd:C00134,hsa01100,reaction,rn:R01157,reversible,6220.0,5985.0,206.0
14340,cpd:C00062,cpd:C00062,cpd:C00179,cpd:C00179,hsa01100,reaction,rn:R00566,reversible,4824.0,6220.0,207.0
14341,cpd:C00134,cpd:C00134,cpd:C02714,cpd:C02714,hsa01100,reaction,rn:R01154 rn:R01156,reversible,5985.0,5997.0,208.0
14342,cpd:C02714,cpd:C02714,cpd:C05936,cpd:C05936,hsa01100,reaction,rn:R04025,reversible,5997.0,5996.0,209.0
14343,cpd:C05936,cpd:C05936,cpd:C02946,cpd:C02946,hsa01100,reaction,rn:R05050,reversible,5996.0,5998.0,210.0
14344,cpd:C00188,cpd:C00188,cpd:C00109,cpd:C00109,hsa01100,reaction,rn:R00996,reversible,6259.0,5952.0,211.0
14345,cpd:C00671,cpd:C00671,cpd:C00407,cpd:C00407,hsa01100,reaction,rn:R02196 rn:R02197 rn:R02199,reversible,5930.0,3981.0,212.0
14346,cpd:C00233,cpd:C00233,cpd:C00123,cpd:C00123,hsa01100,reaction,rn:R01088 rn:R01090,reversible,5931.0,3152.0,213.0
14347,cpd:C00141,cpd:C00141,cpd:C00183,cpd:C00183,hsa01100,reaction,rn:R01214 rn:R01215 rn:R01434,reversible,5933.0,4527.0,214.0
14348,cpd:C00100,cpd:C00100,cpd:C03344,cpd:C03344,hsa01100,reaction,rn:R00927,reversible,5645.0,3907.0,215.0
14350,cpd:C04405,cpd:C04405,cpd:C03345,cpd:C03345,hsa01100,reaction,rn:R04204,reversible,3959.0,3956.0,217.0
14351,cpd:C03345,cpd:C03345,cpd:C15980,cpd:C15980,hsa01100,reaction,rn:R03172,reversible,3956.0,3952.0,218.0
14352,cpd:C15980,cpd:C15980,cpd:C15979,cpd:C15979,hsa01100,reaction,rn:R03174,reversible,3952.0,5934.0,219.0
14353,cpd:C00671,cpd:C00671,cpd:C15979,cpd:C15979,hsa01100,reaction,rn:R04225,reversible,5930.0,5934.0,220.0
14355,cpd:C03069,cpd:C03069,cpd:C03231,cpd:C03231,hsa01100,reaction,rn:R04138,reversible,3629.0,3954.0,222.0
14356,cpd:C03231,cpd:C03231,cpd:C00356,cpd:C00356,hsa01100,reaction,rn:R02085,reversible,3954.0,6102.0,223.0
14357,cpd:C05272,cpd:C05272,cpd:C00154,cpd:C00154,hsa01100,reaction,rn:R01278 rn:R01279,reversible,3345.0,3144.0,224.0
14360,cpd:C05273,cpd:C05273,cpd:C02593,cpd:C02593,hsa01100,reaction,rn:R03989 rn:R03990,reversible,3346.0,3887.0,227.0
14363,cpd:C05261,cpd:C05261,cpd:C00024,cpd:C00024,hsa01100,reaction,rn:R03858,reversible,3900.0,6239.0,230.0
14364,cpd:C05261,cpd:C05261,cpd:C01832,cpd:C01832,hsa01100,reaction,rn:R03858,reversible,3900.0,3889.0,231.0
14365,cpd:C03221,cpd:C03221,cpd:C01832,cpd:C01832,hsa01100,reaction,rn:R03856 rn:R03857,reversible,3348.0,3889.0,232.0
14370,cpd:C05275,cpd:C05275,cpd:C05274,cpd:C05274,hsa01100,reaction,rn:R04753 rn:R04754,reversible,3350.0,3888.0,237.0
14375,cpd:C05276,cpd:C05276,cpd:C01944,cpd:C01944,hsa01100,reaction,rn:R03776 rn:R03777,reversible,3353.0,3352.0,242.0
14380,cpd:C05271,cpd:C05271,cpd:C05270,cpd:C05270,hsa01100,reaction,rn:R04751 rn:R06985,reversible,3356.0,3355.0,247.0
14385,cpd:C00877,cpd:C00877,cpd:C00136,cpd:C00136,hsa01100,reaction,rn:R01171 rn:R01175,reversible,4588.0,3114.0,252.0
14387,cpd:C00332,cpd:C00332,cpd:C01144,cpd:C01144,hsa01100,reaction,rn:R01975 rn:R01976,reversible,3721.0,3358.0,254.0
14388,cpd:C00332,cpd:C00332,cpd:C00024,cpd:C00024,hsa01100,reaction,rn:R00238,reversible,3721.0,6239.0,255.0
14389,cpd:C05763,cpd:C05763,cpd:C05764,cpd:C05764,hsa01100,reaction,rn:R04969 rn:R04970,reversible,3360.0,3359.0,256.0
14392,cpd:C01209,cpd:C01209,cpd:C05762,cpd:C05762,hsa01100,reaction,rn:R04968,reversible,3387.0,3362.0,259.0
14393,cpd:C05761,cpd:C05761,cpd:C05762,cpd:C05762,hsa01100,reaction,rn:R04968,reversible,3363.0,3362.0,260.0
14394,cpd:C05760,cpd:C05760,cpd:C05761,cpd:C05761,hsa01100,reaction,rn:R04966 rn:R04967,reversible,3364.0,3363.0,261.0
14397,cpd:C01209,cpd:C01209,cpd:C05759,cpd:C05759,hsa01100,reaction,rn:R04726,reversible,3387.0,3366.0,264.0
14398,cpd:C05223,cpd:C05223,cpd:C05759,cpd:C05759,hsa01100,reaction,rn:R04726,reversible,3367.0,3366.0,265.0
14399,cpd:C05758,cpd:C05758,cpd:C05223,cpd:C05223,hsa01100,reaction,rn:R04724 rn:R04725,reversible,3368.0,3367.0,266.0
14402,cpd:C01209,cpd:C01209,cpd:C05756,cpd:C05756,hsa01100,reaction,rn:R04963,reversible,3387.0,3370.0,269.0
14403,cpd:C05755,cpd:C05755,cpd:C05756,cpd:C05756,hsa01100,reaction,rn:R04963,reversible,3371.0,3370.0,270.0
14404,cpd:C05754,cpd:C05754,cpd:C05755,cpd:C05755,hsa01100,reaction,rn:R04961 rn:R04962,reversible,3372.0,3371.0,271.0
14407,cpd:C01209,cpd:C01209,cpd:C05753,cpd:C05753,hsa01100,reaction,rn:R04960,reversible,3387.0,3374.0,274.0
14408,cpd:C05752,cpd:C05752,cpd:C05753,cpd:C05753,hsa01100,reaction,rn:R04960,reversible,3375.0,3374.0,275.0
14409,cpd:C05751,cpd:C05751,cpd:C05752,cpd:C05752,hsa01100,reaction,rn:R04958 rn:R04959,reversible,3376.0,3375.0,276.0
14412,cpd:C01209,cpd:C01209,cpd:C05750,cpd:C05750,hsa01100,reaction,rn:R04957,reversible,3387.0,3378.0,279.0
14413,cpd:C05749,cpd:C05749,cpd:C05750,cpd:C05750,hsa01100,reaction,rn:R04957,reversible,3379.0,3378.0,280.0
14414,cpd:C05748,cpd:C05748,cpd:C05749,cpd:C05749,hsa01100,reaction,rn:R04955 rn:R04956,reversible,3380.0,3379.0,281.0
14417,cpd:C01209,cpd:C01209,cpd:C05746,cpd:C05746,hsa01100,reaction,rn:R04952,reversible,3387.0,3382.0,284.0
14418,cpd:C05745,cpd:C05745,cpd:C05746,cpd:C05746,hsa01100,reaction,rn:R04952,reversible,3383.0,3382.0,285.0
14419,cpd:C04246,cpd:C04246,cpd:C05745,cpd:C05745,hsa01100,reaction,rn:R04429 rn:R04430,reversible,3384.0,3383.0,286.0
14422,cpd:C03939,cpd:C03939,cpd:C05744,cpd:C05744,hsa01100,reaction,rn:R04355,reversible,3388.0,3386.0,289.0
14423,cpd:C01209,cpd:C01209,cpd:C05744,cpd:C05744,hsa01100,reaction,rn:R04355,reversible,3387.0,3386.0,290.0
14424,cpd:C05764,cpd:C05764,cpd:C00249,cpd:C00249,hsa01100,reaction,rn:R01706,reversible,3359.0,5188.0,291.0
14425,cpd:C00249,cpd:C00249,cpd:C00154,cpd:C00154,hsa01100,reaction,rn:R01274 rn:R01280,reversible,5188.0,3144.0,292.0
14426,cpd:C03939,cpd:C03939,cpd:C00024,cpd:C00024,hsa01100,reaction,rn:R01624,reversible,3388.0,6239.0,293.0
14427,cpd:C01209,cpd:C01209,cpd:C00083,cpd:C00083,hsa01100,reaction,rn:R01626,reversible,3387.0,5273.0,294.0
14428,cpd:C00164,cpd:C00164,cpd:C00356,cpd:C00356,hsa01100,reaction,rn:R01360,reversible,3142.0,6102.0,295.0
14430,cpd:C01143,cpd:C01143,cpd:C00129,cpd:C00129,hsa01100,reaction,rn:R01121,reversible,3394.0,3111.0,297.0
14431,cpd:C01143,cpd:C01143,cpd:C01107,cpd:C01107,hsa01100,reaction,rn:R03245,reversible,3394.0,3395.0,298.0
14432,cpd:C01107,cpd:C01107,cpd:C00418,cpd:C00418,hsa01100,reaction,rn:R02245,reversible,3395.0,6302.0,299.0
14433,cpd:C00418,cpd:C00418,cpd:C00356,cpd:C00356,hsa01100,reaction,rn:R02082,reversible,6302.0,6102.0,300.0
14434,cpd:C00448,cpd:C00448,cpd:C03428,cpd:C03428,hsa01100,reaction,rn:R00702,reversible,4094.0,4093.0,301.0
14435,cpd:C03428,cpd:C03428,cpd:C00751,cpd:C00751,hsa01100,reaction,rn:R02872,reversible,4093.0,3403.0,302.0
14436,cpd:C00751,cpd:C00751,cpd:C01054,cpd:C01054,hsa01100,reaction,rn:R02874 rn:R12355,reversible,3403.0,3404.0,303.0
14437,cpd:C01054,cpd:C01054,cpd:C01724,cpd:C01724,hsa01100,reaction,rn:R03199,reversible,3404.0,3405.0,304.0
14438,cpd:C01724,cpd:C01724,cpd:C11455,cpd:C11455,hsa01100,reaction,rn:R05640 rn:R12323,reversible,3405.0,3406.0,305.0
14439,cpd:C11455,cpd:C11455,cpd:C05108,cpd:C05108,hsa01100,reaction,rn:R05639,reversible,3406.0,3407.0,306.0
14440,cpd:C05108,cpd:C05108,cpd:C15808,cpd:C15808,hsa01100,reaction,rn:R07509,reversible,3407.0,3408.0,307.0
14441,cpd:C15808,cpd:C15808,cpd:C15816,cpd:C15816,hsa01100,reaction,rn:R07494,reversible,3408.0,3409.0,308.0
14442,cpd:C15816,cpd:C15816,cpd:C05103,cpd:C05103,hsa01100,reaction,rn:R07495,reversible,3409.0,3410.0,309.0
14443,cpd:C22136,cpd:C22136,cpd:C05437,cpd:C05437,hsa01100,reaction,rn:R12405,reversible,6916.0,3411.0,310.0
14444,cpd:C05437,cpd:C05437,cpd:C05439,cpd:C05439,hsa01100,reaction,rn:R04804,reversible,3411.0,3424.0,311.0
14445,cpd:C01802,cpd:C01802,cpd:C00187,cpd:C00187,hsa01100,reaction,rn:R01457,reversible,3422.0,3092.0,312.0
14448,cpd:C03845,cpd:C03845,cpd:C05437,cpd:C05437,hsa01100,reaction,rn:R07498,reversible,3419.0,3411.0,315.0
14449,cpd:C03845,cpd:C03845,cpd:C01189,cpd:C01189,hsa01100,reaction,rn:R03353,reversible,3419.0,3420.0,316.0
14450,cpd:C01189,cpd:C01189,cpd:C01164,cpd:C01164,hsa01100,reaction,rn:R07215,reversible,3420.0,3421.0,317.0
14451,cpd:C01164,cpd:C01164,cpd:C00187,cpd:C00187,hsa01100,reaction,rn:R01451 rn:R01456,reversible,3421.0,3092.0,318.0
14452,cpd:C00187,cpd:C00187,cpd:C03594,cpd:C03594,hsa01100,reaction,rn:R01463,reversible,3092.0,3426.0,319.0
14453,cpd:C03594,cpd:C03594,cpd:C05455,cpd:C05455,hsa01100,reaction,rn:R04263,reversible,3426.0,3427.0,320.0
14454,cpd:C05451,cpd:C05451,cpd:C05455,cpd:C05455,hsa01100,reaction,rn:R04817,reversible,3436.0,3427.0,321.0
14455,cpd:C05451,cpd:C05451,cpd:C05452,cpd:C05452,hsa01100,reaction,rn:R04818 rn:R04819,reversible,3436.0,3437.0,322.0
14456,cpd:C05452,cpd:C05452,cpd:C05444,cpd:C05444,hsa01100,reaction,rn:R04806,reversible,3437.0,3438.0,323.0
14457,cpd:C05444,cpd:C05444,cpd:C05445,cpd:C05445,hsa01100,reaction,rn:R08758,reversible,3438.0,3439.0,324.0
14458,cpd:C05445,cpd:C05445,cpd:C04554,cpd:C04554,hsa01100,reaction,rn:R08760,reversible,3439.0,3440.0,325.0
14459,cpd:C04554,cpd:C04554,cpd:C17345,cpd:C17345,hsa01100,reaction,rn:R08738,reversible,3440.0,3441.0,326.0
14460,cpd:C17345,cpd:C17345,cpd:C17346,cpd:C17346,hsa01100,reaction,rn:R08739,reversible,3441.0,3442.0,327.0
14461,cpd:C17346,cpd:C17346,cpd:C05447,cpd:C05447,hsa01100,reaction,rn:R08740,reversible,3442.0,6767.0,328.0
14462,cpd:C05447,cpd:C05447,cpd:C05448,cpd:C05448,hsa01100,reaction,rn:R04809,reversible,6767.0,6773.0,329.0
14463,cpd:C17339,cpd:C17339,cpd:C05455,cpd:C05455,hsa01100,reaction,rn:R04826,reversible,3428.0,3427.0,330.0
14464,cpd:C17339,cpd:C17339,cpd:C05453,cpd:C05453,hsa01100,reaction,rn:R04823,reversible,3428.0,3429.0,331.0
14465,cpd:C05453,cpd:C05453,cpd:C05454,cpd:C05454,hsa01100,reaction,rn:R04824 rn:R04825,reversible,3429.0,3430.0,332.0
14466,cpd:C05454,cpd:C05454,cpd:C05446,cpd:C05446,hsa01100,reaction,rn:R04807,reversible,3430.0,3431.0,333.0
14467,cpd:C05446,cpd:C05446,cpd:C01301,cpd:C01301,hsa01100,reaction,rn:R08759,reversible,3431.0,3432.0,334.0
14468,cpd:C01301,cpd:C01301,cpd:C04722,cpd:C04722,hsa01100,reaction,rn:R08761,reversible,3432.0,3433.0,335.0
14469,cpd:C04722,cpd:C04722,cpd:C15613,cpd:C15613,hsa01100,reaction,rn:R08733,reversible,3433.0,3434.0,336.0
14470,cpd:C15613,cpd:C15613,cpd:C17343,cpd:C17343,hsa01100,reaction,rn:R08734,reversible,3434.0,3435.0,337.0
14471,cpd:C17343,cpd:C17343,cpd:C05460,cpd:C05460,hsa01100,reaction,rn:R08735,reversible,3435.0,6763.0,338.0
14472,cpd:C15614,cpd:C15614,cpd:C05460,cpd:C05460,hsa01100,reaction,rn:R04813,reversible,6769.0,6763.0,339.0
14473,cpd:C05467,cpd:C05467,cpd:C01794,cpd:C01794,hsa01100,reaction,rn:R03719,reversible,6764.0,6765.0,340.0
14474,cpd:C00695,cpd:C00695,cpd:C01794,cpd:C01794,hsa01100,reaction,rn:R02794 rn:R07296,reversible,6766.0,6765.0,341.0
14475,cpd:C01794,cpd:C01794,cpd:C01921,cpd:C01921,hsa01100,reaction,rn:R03718,reversible,6765.0,6762.0,342.0
14476,cpd:C01794,cpd:C01794,cpd:C05122,cpd:C05122,hsa01100,reaction,rn:R03720,reversible,6765.0,6768.0,343.0
14477,cpd:C00187,cpd:C00187,cpd:C05500,cpd:C05500,hsa01100,reaction,rn:R01454,reversible,3092.0,3443.0,344.0
14478,cpd:C05500,cpd:C05500,cpd:C05501,cpd:C05501,hsa01100,reaction,rn:R04854,reversible,3443.0,3445.0,345.0
14479,cpd:C05501,cpd:C05501,cpd:C01953,cpd:C01953,hsa01100,reaction,rn:R03933,reversible,3445.0,3758.0,346.0
14481,cpd:C00187,cpd:C00187,cpd:C05502,cpd:C05502,hsa01100,reaction,rn:R02723,reversible,3092.0,3444.0,348.0
14482,cpd:C05502,cpd:C05502,cpd:C05501,cpd:C05501,hsa01100,reaction,rn:R04855,reversible,3444.0,3445.0,349.0
14483,cpd:C01176,cpd:C01176,cpd:C00410,cpd:C00410,hsa01100,reaction,rn:R02211,reversible,3446.0,4134.0,350.0
14484,cpd:C01176,cpd:C01176,cpd:C05488,cpd:C05488,hsa01100,reaction,rn:R03326,reversible,3446.0,3447.0,351.0
14485,cpd:C05488,cpd:C05488,cpd:C00735,cpd:C00735,hsa01100,reaction,rn:R02843,reversible,3447.0,3448.0,352.0
14486,cpd:C00735,cpd:C00735,cpd:C00762,cpd:C00762,hsa01100,reaction,rn:R02834 rn:R02836,reversible,3448.0,3449.0,353.0
14487,cpd:C00410,cpd:C00410,cpd:C03205,cpd:C03205,hsa01100,reaction,rn:R02213,reversible,4134.0,3450.0,354.0
14488,cpd:C03205,cpd:C03205,cpd:C02140,cpd:C02140,hsa01100,reaction,rn:R03851,reversible,3450.0,3451.0,355.0
14489,cpd:C02140,cpd:C02140,cpd:C01124,cpd:C01124,hsa01100,reaction,rn:R03262,reversible,3451.0,3586.0,356.0
14490,cpd:C01124,cpd:C01124,cpd:C01780,cpd:C01780,hsa01100,reaction,rn:R03263,reversible,3586.0,3587.0,357.0
14491,cpd:C01953,cpd:C01953,cpd:C05138,cpd:C05138,hsa01100,reaction,rn:R03783,reversible,3758.0,3759.0,358.0
14494,cpd:C00279,cpd:C00279,cpd:C00447,cpd:C00447,hsa01100,reaction,rn:R01829,reversible,3140.0,3602.0,361.0
14495,cpd:C00085,cpd:C00085,cpd:C00279,cpd:C00279,hsa01100,reaction,rn:R00761 rn:R01067,reversible,3127.0,3140.0,362.0
14496,cpd:C00085,cpd:C00085,cpd:C00354,cpd:C00354,hsa01100,reaction,rn:R00762 rn:R00756 rn:R05805,reversible,3127.0,3863.0,363.0
14499,cpd:C00231,cpd:C00231,cpd:C00199,cpd:C00199,hsa01100,reaction,rn:R01529,reversible,3130.0,3129.0,366.0
14500,cpd:C00149,cpd:C00149,cpd:C00022,cpd:C00022,hsa01100,reaction,rn:R00214 rn:R00216,reversible,5705.0,5707.0,367.0
14501,cpd:C00149,cpd:C00149,cpd:C00011,cpd:C00011,hsa01100,reaction,rn:R00214 rn:R00216,reversible,5705.0,4611.0,368.0
14502,cpd:C00022,cpd:C00022,cpd:C00041,cpd:C00041,hsa01100,reaction,rn:R00258,reversible,5707.0,5709.0,369.0
